333	5911	 Actividades de producción de películas cinematográficas, videos, programas, anuncios y comerciales de televisión 	 1.100	1
334	5912	 Actividades de postproducción de películas cinematográficas, videos, programas, anuncios y comerciales de televisión 	 1.100	1
335	5913	 Actividades de distribución de películas cinematográficas, videos, programas, anuncios y comerciales de televisión 	 1.100	1
336	5914	 Actividades de exhibición de películas cinematográficas y videos 	 1.100	1
337	5920	 Actividades de grabación de sonido y edición de música 	 1.100	1
338	6010	 Actividades de programación y transmisión en el servicio de radiodifusión sonora 	 1.100	1
339	6020	 Actividades de programación y transmisión de televisión 	 1.100	1
340	6110	 Actividades de telecomunicaciones alámbricas 	 2.200	1
341	6120	 Actividades de telecomunicaciones inalámbricas 	 2.200	1
342	6130	 Actividades de telecomunicación satelital 	 2.200	1
343	6190	 Otras actividades de telecomunicaciones 	 2.200	1
344	6201	 Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas). 	 1.100	1
345	6202	 Actividades de consultoría informática y actividades de administración de instalaciones informáticas 	 1.100	1
346	6209	 Otras actividades de tecnologías de información y actividades de servicios informáticos 	 1.100	1
347	6311	 Procesamiento de datos, alojamiento (hosting) y actividades relacionadas 	 1.100	1
348	6312	 Portales web 	 1.100	1
349	6391	 Actividades de agencias de noticias 	 1.100	1
350	6399	 Otras actividades de servicios de información n.c.p. 	 1.100	1
351	6412	 Bancos comerciales 	 1.100	1
352	6421	 Actividades de las corporaciones financieras 	 1.100	1
353	6422	 Actividades de las compañías de financiamiento 	 1.100	1
354	6423	 Banca de segundo piso 	 1.100	1
355	6424	 Actividades de las cooperativas financieras 	 1.100	1
356	6431	 Fideicomisos, fondos y entidades financieras similares 	 1.100	1
357	6432	 Fondos de cesantías 	 1.100	1
358	6491	 Leasing financiero (arrendamiento financiero) 	 1.100	1
359	6492	 Actividades financieras de fondos de empleados y otras formas asociativas del sector solidario 	 1.100	1
360	6493	 Actividades de compra de cartera o factoring 	 1.100	1
361	6494	 Otras actividades de distribución de fondos 	 1.100	1
362	6495	 Instituciones especiales oficiales 	 1.100	1
363	6496	 Capitalización 	 1.100	1
364	6499	 Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p. 	 1.100	1
365	6511	 Seguros generales 	 1.100	1
366	6512	 Seguros de vida 	 1.100	1
367	6513	 Reaseguros 	 1.100	1
368	6515	 Seguros de salud 	 1.100	1
369	6521	 Servicios de seguros sociales de salud 	 1.100	1
370	6522	 Servicios de seguros sociales en riesgos laborales. 	 1.100	1
371	6523	 Servicios de seguros sociales de riesgos familia 	 1.100	1
372	6531	 Régimen de prima media con prestación definida (rpm) 	 1.100	1
373	6532	 Régimen de ahorro individual con solidaridad (rais). 	 1.100	1
374	6611	 Administración de mercados financieros 	 1.100	1
375	6612	 Corretaje de valores y de contratos de productos básicos 	 1.100	1
376	6613	 Otras actividades relacionadas con el mercado de valores 	 1.100	1
377	6614	 Actividades de las sociedades de intermediación cambiaria y de servicios financieros especiales. 	 1.100	1
378	6615	 Actividades de los profesionales de compra y venta de divisas 	 1.100	1
379	6619	 Otras actividades auxiliares de las actividades de servicios financieros n.c.p 	 1.100	1
